ID,Tipo,REF,Nome,Publicado,"Em destaque?","Visibilidade no catálogo","Descrição curta",Descrição,"Data de preço promocional começa em","Data de preço promocional termina em","Status da taxa","Classe de taxa","Em estoque?",Estoque,"São permitidas encomendas?","Vender individualmente?","Peso (g)","Comprimento (cm)","Largura (cm)","Altura (cm)","Permitir avaliações de clientes?","Nota da compra","Preço promocional",Preço,Categorias,Tags,"Classe de entrega",Imagens,"Limite de download","Dias para expirar o download",Pai,"Produtos agrupados","Aumenta vendas","Venda cruzada","URL externa","Texto do botão",Posição,"Nome do atributo 1","Valores do atributo 1","Visibilidade do atributo 1","Atributo global 1","Atributo padrão 1","Nome do atributo 2","Valores do atributo 2","Visibilidade do atributo 2","Atributo global 2","Atributo padrão 2"
888,variation,38128601,"Short Emana Unlimit - Branco - P, Branco",1,0,visible,,,,,taxable,,1,2,0,0,,,,,0,,"69,90","119,0000000000",,,,,,,38128600,,,,,,0,Tamanho,P,,0,,Cores,Branco,,0,
889,variation,38128602,"Short Emana Unlimit - Branco - M, Branco",1,0,visible,,,,,taxable,,backorder,0,0,0,,,,,0,,"69,90","119,0000000000",,,,,,,38128600,,,,,,0,Tamanho,M,,0,,Cores,Branco,,0,
890,variation,38128603,"Short Emana Unlimit - Branco - G, Branco",1,0,visible,,,,,taxable,,1,4,0,0,,,,,0,,"69,90","119,0000000000",,,,,,,38128600,,,,,,0,Tamanho,G,,0,,Cores,Branco,,0,
891,variable,38128612,"Short Emana Unlimit - Bordô",1,0,visible,"Este <strong>Short Emana Unlimit Bordô </strong>é feito de um dos tecidos que mais faz sucesso entre o público feminino, o Emana tem como um dos seus grandes benefícios a diminuição dos sinas de celulite, proporcionando uma pele mais lisa e jovem. Contém cristais bioativos e minerais emissores infravermelhos, que ao absorver o calor promovem a bioestimulação do metabolismo.","<h2>Short Emana Unlimit Bordô</h2>
Este <strong>Short Emana Unlimit Bordô </strong>é feito de um dos tecidos que mais faz sucesso entre o público feminino, o Emana tem como um dos seus grandes benefícios a diminuição dos sinas de celulite, proporcionando uma pele mais lisa e jovem. Contém cristais bioativos e minerais emissores infravermelhos, que ao absorver o calor promovem a bioestimulação do metabolismo.

Tem bioestimulação, que faz o rendimento físico melhorar em diversos fatores, principalmente diminuindo a fadiga com menor consumo de oxigênio. O fio também contribui para uma rápida recuperação muscular, maior elasticidade da pele e equilíbrio térmico.

Saiba mais sobre o tecido em <a href=""http://emanafiber.com"">www.emanafiber.com</a>

Tecnologias do tecido:
<ul>
 	<li>Anticelulite</li>
 	<li style=""margin-bottom: 0px;"">Aumenta o conforto dos seios para treinos</li>
 	<li style=""margin-bottom: 0px;"">Bojo</li>
 	<li>Redução da fadiga muscular</li>
 	<li>Rápida recuperação muscular</li>
 	<li>Aumento da performance esportiva</li>
 	<li>Eco-Dry (secagem rápida)</li>
 	<li>Easy Care, não precisa passar</li>
 	<li>Proteção UV50  contra radiação ultravioleta</li>
 	<li>Isento de produtos tóxicos com certificação Oeko-Tex 100 Classe I</li>
 	<li>Composição: 84% Poliamida 16% Elastano</li>
</ul>
Para vestir-se bem em:
<ul>
 	<li>No seu dia a dia</li>
 	<li>Caminhadas</li>
 	<li>Corridas</li>
 	<li>Ciclismo</li>
 	<li>Academia</li>
 	<li>Musculação</li>
 	<li>Crossfit</li>
</ul>
<i>Short Emana Bordô com Garantia contra defeitos de fabricação de 30 dias.</i>",,,taxable,,1,,0,0,500,26,16,7,1,,,,"Feminino > Anticelulite, Moda Fitness, Roupas Fitness, Feminino > Short > Short Academia, Feminino > Short > Short Fitness, Feminino, Feminino > Short, sale","Corrida, Dia a Dia, Musculação",,"https://unlimit.fit/wp-content/uploads/2018/02/short-feminino-emana-bordo-unlimit-1.jpg, https://unlimit.fit/wp-content/uploads/2018/02/short-feminino-emana-bordo-unlimit-2.jpg, https://unlimit.fit/wp-content/uploads/2018/02/short-feminino-emana-bordo-unlimit-3.jpg",,,,,,,,,0,Tamanho,"P, M, G",1,0,P,Cores,Bordô,1,0,Bordô
892,variation,38128613,,1,0,visible,,,,,taxable,,1,3,0,0,,,,,0,,"69,90","119,0000000000",,,,,,,,,,,,,0,,,,,,,,,,
893,variation,38128614,"Short Emana Unlimit - Bordô - M, Bordô",1,0,visible,,,,,taxable,,1,4,0,0,,,,,0,,"69,90","119,0000000000",,,,,,,38128612,,,,,,0,Tamanho,M,,0,,Cores,Bordô,,0,
894,variation,38128615,"Short Emana Unlimit - Bordô - G, Bordô",1,0,visible,,,,,taxable,,1,5,0,0,,,,,0,,"69,90","119,0000000000",,,,,,,38128612,,,,,,0,Tamanho,G,,0,,Cores,Bordô,,0,
895,variable,38128608,"Short Emana Unlimit - Cinza",1,1,visible,"Este <strong>Short Emana Unlimit Cinza </strong>é feito de um dos tecidos que mais faz sucesso entre o público feminino, o Emana tem como um dos seus grandes benefícios a diminuição dos sinas de celulite, proporcionando uma pele mais lisa e jovem. Contém cristais bioativos e minerais emissores infravermelhos, que ao absorver o calor promovem a bioestimulação do metabolismo.

&nbsp;","<h2>Short Emana Unlimit Cinza</h2>
Este <strong>Short Emana Unlimit Cinza </strong>é feito de um dos tecidos que mais faz sucesso entre o público feminino, o Emana tem como um dos seus grandes benefícios a diminuição dos sinas de celulite, proporcionando uma pele mais lisa e jovem. Contém cristais bioativos e minerais emissores infravermelhos, que ao absorver o calor promovem a bioestimulação do metabolismo.

Tem bioestimulação, que faz o rendimento físico melhorar em diversos fatores, principalmente diminuindo a fadiga com menor consumo de oxigênio. O fio também contribui para uma rápida recuperação muscular, maior elasticidade da pele e equilíbrio térmico.

Saiba mais sobre o tecido em <a href=""http://emanafiber.com"">www.emanafiber.com</a>

Tecnologias do tecido:
<ul>
 	<li>Anticelulite</li>
 	<li style=""margin-bottom: 0px;"">Aumenta o conforto dos seios para treinos</li>
 	<li style=""margin-bottom: 0px;"">Bojo</li>
 	<li>Redução da fadiga muscular</li>
 	<li>Rápida recuperação muscular</li>
 	<li>Aumento da performance esportiva</li>
 	<li>Eco-Dry (secagem rápida)</li>
 	<li>Easy Care, não precisa passar</li>
 	<li>Proteção UV50  contra radiação ultravioleta</li>
 	<li>Isento de produtos tóxicos com certificação Oeko-Tex 100 Classe I</li>
 	<li>Composição: 84% Poliamida 16% Elastano</li>
</ul>
Para vestir-se bem em:
<ul>
 	<li>No seu dia a dia</li>
 	<li>Caminhadas</li>
 	<li>Corridas</li>
 	<li>Ciclismo</li>
 	<li>Academia</li>
 	<li>Musculação</li>
 	<li>Crossfit</li>
</ul>
<i>Short Emana Cinza com Garantia contra defeitos de fabricação de 30 dias.</i>",,,taxable,,1,,0,0,500,26,16,7,1,,,,"Feminino > Anticelulite, Moda Fitness, Roupas Fitness, Feminino > Short > Short Academia, Feminino > Short > Short Fitness, Feminino, Feminino > Short, sale","Corrida, Dia a Dia, Musculação",,"https://unlimit.fit/wp-content/uploads/2018/02/short-feminino-emana-cinza-unlimit-1.jpg, https://unlimit.fit/wp-content/uploads/2018/02/short-feminino-emana-cinza-unlimit-2.jpg, https://unlimit.fit/wp-content/uploads/2018/02/short-feminino-emana-cinza-unlimit-3.jpg",,,,,,,,,0,Tamanho,"P, M, G",1,0,P,Cores,Cinza,1,0,Cinza
896,variation,38128609,"Short Emana Unlimit - Cinza - P, Cinza",1,0,visible,,,,,taxable,,1,3,0,0,,,,,0,,"69,90","119,0000000000",,,,,,,38128608,,,,,,0,Tamanho,P,,0,,Cores,Cinza,,0,
897,variation,38128610,"Short Emana Unlimit - Cinza - M, Cinza",1,0,visible,,,,,taxable,,1,2,0,0,,,,,0,,"69,90","119,0000000000",,,,,,,38128608,,,,,,0,Tamanho,M,,0,,Cores,Cinza,,0,
898,variation,38128611,"Short Emana Unlimit - Cinza - G, Cinza",1,0,visible,,,,,taxable,,1,4,0,0,,,,,0,,"69,90","119,0000000000",,,,,,,38128608,,,,,,0,Tamanho,G,,0,,Cores,Cinza,,0,
899,variable,38128604,"Short Emana Unlimit - Preto",1,0,visible,"Este <strong>Short Emana Unlimit </strong>é feito de um dos tecidos que mais faz sucesso entre o público feminino, o Emana tem como um dos seus grandes benefícios a diminuição dos sinas de celulite, proporcionando uma pele mais lisa e jovem. Contém cristais bioativos e minerais emissores infravermelhos, que ao absorver o calor promovem a bioestimulação do metabolismo.","<h2>Short Emana Unlimit</h2>
Este <strong>Short Emana Unlimit </strong>é feito de um dos tecidos que mais faz sucesso entre o público feminino, o Emana tem como um dos seus grandes benefícios a diminuição dos sinas de celulite, proporcionando uma pele mais lisa e jovem. Contém cristais bioativos e minerais emissores infravermelhos, que ao absorver o calor promovem a bioestimulação do metabolismo.

Tem bioestimulação, que faz o rendimento físico melhorar em diversos fatores, principalmente diminuindo a fadiga com menor consumo de oxigênio. O fio também contribui para uma rápida recuperação muscular, maior elasticidade da pele e equilíbrio térmico.

Saiba mais sobre o tecido em <a href=""http://emanafiber.com"">www.emanafiber.com</a>

Tecnologias do tecido:
<ul>
 	<li>Anticelulite</li>
 	<li style=""margin-bottom: 0px;"">Aumenta o conforto dos seios para treinos</li>
 	<li style=""margin-bottom: 0px;"">Bojo</li>
 	<li>Redução da fadiga muscular</li>
 	<li>Rápida recuperação muscular</li>
 	<li>Aumento da performance esportiva</li>
 	<li>Eco-Dry (secagem rápida)</li>
 	<li>Easy Care, não precisa passar</li>
 	<li>Proteção UV50  contra radiação ultravioleta</li>
 	<li>Isento de produtos tóxicos com certificação Oeko-Tex 100 Classe I</li>
 	<li>Composição: 84% Poliamida 16% Elastano</li>
</ul>
Para vestir-se bem em:
<ul>
 	<li>No seu dia a dia</li>
 	<li>Caminhadas</li>
 	<li>Corridas</li>
 	<li>Ciclismo</li>
 	<li>Academia</li>
 	<li>Musculação</li>
 	<li>Crossfit</li>
</ul>
<i>Short Emana com Garantia contra defeitos de fabricação de 30 dias.</i>",,,taxable,,1,,0,0,500,26,16,7,1,,,,"Feminino > Anticelulite, Moda Fitness, Roupas Fitness, Feminino > Short > Short Academia, Feminino > Short > Short Fitness, Feminino, Feminino > Short, sale","Corrida, Dia a Dia, Musculação",,"https://unlimit.fit/wp-content/uploads/2018/02/short-emana-preto1.jpg, https://unlimit.fit/wp-content/uploads/2018/02/short-emana-preto2.jpg, https://unlimit.fit/wp-content/uploads/2018/02/short-emana-preto3.jpg",,,,,,,,,0,Tamanho,"P, M, G",1,0,P,Cores,Preto,1,0,Preto
900,variation,38128605,"Short Emana Unlimit - Preto - P, Preto",1,0,visible,,,,,taxable,,1,4,0,0,,,,,0,,"69,90","119,0000000000",,,,,,,38128604,,,,,,0,Tamanho,P,,0,,Cores,Preto,,0,
901,variation,38128606,"Short Emana Unlimit - Preto - M, Preto",1,0,visible,,,,,taxable,,1,1,0,0,,,,,0,,"69,90","119,0000000000",,,,,,,38128604,,,,,,0,Tamanho,M,,0,,Cores,Preto,,0,
911,variation,38128607,"Short Emana Unlimit - Preto - G, Preto",1,0,visible,,,,,taxable,,1,5,0,0,,,,,0,,"69,90","119,0000000000",,,,,,,38128604,,,,,,0,Tamanho,G,,0,,Cores,Preto,,0,
912,variable,38128596,"Regata Unlimit Eco-Dry UV50  - Amarela",1,1,visible,"<span style=""font-family: helvetica, arial, sans-serif; font-size: 14px;"">Esta <strong>Regata Unlimit</strong> foi desenvolvida para prática de esportes e treinos. Ela tem sistema Eco-Dry de secagem rápida que mantem o corpo seco e livre. Também protege a pele dos raios do sol, pois tem proteção UV50  contra raios ultravioleta. Seu tecido é sustentável, ecológico e biodegradável, após descarte, desaparece em até 3 anos.</span>","<h2 style=""font-weight: normal; line-height: 1.2; color: #333333; font-family: sans-serif, Arial, Verdana, 'Trebuchet MS';""><strong>Regata Unlimit Eco-Dry UV50 </strong></h2>
<p style=""margin: 0px 0px 25px; color: #1c1d1d; font-family: HelveticaNeue, 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 15px;""><span style=""font-family: helvetica, arial, sans-serif; font-size: 14px;"">Esta <strong>Regata Unlimit</strong> foi desenvolvida para prática de esportes e treinos. Ela tem sistema Eco-Dry de secagem rápida que mantem o corpo seco e livre. Também protege a pele dos raios do sol, pois tem proteção UV50  contra raios ultravioleta. Seu tecido é sustentável, ecológico e biodegradável, após descarte, desaparece em até 3 anos.</span></p>

<ul>
 	<li><span style=""font-family: helvetica, arial, sans-serif; font-size: 14px;"">Tecnologias do tecido:</span></li>
 	<li><span style=""font-family: helvetica, arial, sans-serif; font-size: 14px;""><a class=""text-link"" style=""color: #6e31eb; text-decoration: none; border-width: 0px 0px 1px; border-style: none none solid; border-bottom-color: #6e31eb; padding: 0px; margin: 0px;"" href=""http://www.guiajeanswear.com.br/noticias/5135/santaconstancia-apresenta-familia-de-tecidos-ecofriendly.aspx"">Co2 Control </a> – tecido ecológico para roupas fitnes, biodegradável, após descarte, desaparece em até 3 anos. Boas práticas ambientais, rastreabilidade e matérias primas, menos na parte da tela.</span></li>
 	<li><span style=""font-family: helvetica, arial, sans-serif; font-size: 14px;"">Eco-Dry (secagem rápida)</span></li>
 	<li><span style=""font-family: helvetica, arial, sans-serif; font-size: 14px;"">Easy Care, não precisa passar</span></li>
 	<li><span style=""font-family: helvetica, arial, sans-serif; font-size: 14px;"">Proteção UV50  contra radiação ultravioleta.</span></li>
 	<li><span style=""font-family: helvetica, arial, sans-serif; font-size: 14px;"">Isento de produtos tóxicos com certificação Oeko-Tex 100 Classe I</span></li>
 	<li><span style=""font-family: helvetica, arial, sans-serif; font-size: 14px;"">Composição:  100% Poliamida</span></li>
</ul>
<p style=""margin: 0px 0px 25px; color: #1c1d1d; font-family: HelveticaNeue, 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 15px;""><span style=""font-family: helvetica, arial, sans-serif; font-size: 14px;""><em><strong>Para vestir-se bem em:</strong></em></span></p>

<ul style=""margin: 0px 0px 25px 20px; padding: 0px; color: #1c1d1d; font-family: HelveticaNeue, 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 15px;"">
 	<li style=""margin-bottom: 0px;""><span style=""font-family: helvetica, arial, sans-serif; font-size: 14px;"">No seu dia a dia</span></li>
 	<li style=""margin-bottom: 0px;""><span style=""font-family: helvetica, arial, sans-serif; font-size: 14px;"">Caminhadas</span></li>
 	<li style=""margin-bottom: 0px;""><span style=""font-family: helvetica, arial, sans-serif; font-size: 14px;"">Corridas</span></li>
 	<li style=""margin-bottom: 0px;""><span style=""font-family: helvetica, arial, sans-serif; font-size: 14px;"">Ciclismo</span></li>
 	<li style=""margin-bottom: 0px;""><span style=""font-family: helvetica, arial, sans-serif; font-size: 14px;"">Academia</span></li>
 	<li style=""margin-bottom: 0px;""><span style=""font-family: helvetica, arial, sans-serif; font-size: 14px;"">Musculação</span></li>
 	<li style=""margin-bottom: 0px;""><span style=""font-family: helvetica, arial, sans-serif; font-size: 14px;"">Crossfit</span></li>
</ul>
<p style=""color: #333333; font-family: sans-serif, Arial, Verdana, 'Trebuchet MS'; font-size: 13px;""><span style=""font-family: helvetica, arial, sans-serif; font-size: 14px;"">Composição: Tecido 100% Poliamida</span></p>
<span style=""font-family: helvetica, arial, sans-serif; font-size: 14px;""><i style=""color: #333333;"">Regata Unlimit </i><i style=""color: #333333;"">com Garantia contra defeitos de fabricação de 30 dias.</i></span>",,,taxable,,1,,0,0,500,26,16,7,1,,,,"Feminino > Regata Feminina > Camiseta Regata Feminina, Moda Fitness, Feminino > Regata Feminina > Regata Academia, Feminino > Regata Feminina > Regata Fitness, Feminino > Regata Feminina > Regata Nadador, Feminino > Regata Feminina > Regata UV, Roupas Fitness, Feminino, Feminino > Regata Feminina","Corrida, CrossFit, Dia a Dia, Musculação",,"https://unlimit.fit/wp-content/uploads/2018/02/camiseta-regata-nadador-eco-dry-amarela-unlimit-1.jpg, https://unlimit.fit/wp-content/uploads/2018/02/camiseta-regata-nadador-eco-dry-amarela-unlimit-2.jpg, https://unlimit.fit/wp-content/uploads/2018/02/camiseta-regata-nadador-eco-dry-amarela-unlimit-3.jpg",,,,,,,,,0,Tamanho,"P, M, G",1,0,P,Cores,Amarela,1,0,Amarela
913,variation,38128597,"Regata Unlimit Eco-Dry UV50  - Amarela - P, Amarela",1,0,visible,,,,,taxable,,1,6,0,0,,,,,0,,"45,90","69,90",,,,,,,38128596,,,,,,0,Tamanho,P,,0,,Cores,Amarela,,0,
914,variation,38128598,,1,0,visible,,,,,taxable,,1,1,0,0,,,,,0,,"45,90","69,90",,,,,,,,,,,,,0,,,,,,,,,,
915,variation,38128599,"Regata Unlimit Eco-Dry UV50  - Amarela - G, Amarela",1,0,visible,,,,,taxable,,1,3,0,0,,,,,0,,"45,90","69,90",,,,,,,38128596,,,,,,0,Tamanho,G,,0,,Cores,Amarela,,0,
916,variable,38128616,"Short Saia Emana Unlimit - Preto",1,0,visible,,"<h2>Short Saia Emana Unlimit Preto</h2>
Este <strong>Short Saia Emana Unlimit Preto </strong>é feito de um dos tecidos que mais faz sucesso entre o público feminino, o Emana tem como um dos seus grandes benefícios a diminuição dos sinas de celulite, proporcionando uma pele mais lisa e jovem. Contém cristais bioativos e minerais emissores infravermelhos, que ao absorver o calor promovem a bioestimulação do metabolismo.

Tem bioestimulação, que faz o rendimento físico melhorar em diversos fatores, principalmente diminuindo a fadiga com menor consumo de oxigênio. O fio também contribui para uma rápida recuperação muscular, maior elasticidade da pele e equilíbrio térmico.

Saiba mais sobre o tecido em <a href=""http://emanafiber.com"">www.emanafiber.com</a>

Tecnologias do tecido:
<ul>
 	<li>Anticelulite</li>
 	<li style=""margin-bottom: 0px;"">Aumenta o conforto dos seios para treinos</li>
 	<li style=""margin-bottom: 0px;"">Bojo</li>
 	<li>Redução da fadiga muscular</li>
 	<li>Rápida recuperação muscular</li>
 	<li>Aumento da performance esportiva</li>
 	<li>Eco-Dry (secagem rápida)</li>
 	<li>Easy Care, não precisa passar</li>
 	<li>Proteção UV50 contra radiação ultravioleta</li>
 	<li>Isento de produtos tóxicos com certificação Oeko-Tex 100 Classe I</li>
 	<li>Composição: 84% Poliamida 16% Elastano</li>
</ul>
Para vestir-se bem em:
<ul>
 	<li>No seu dia a dia</li>
 	<li>Caminhadas</li>
 	<li>Corridas</li>
 	<li>Ciclismo</li>
 	<li>Academia</li>
 	<li>Musculação</li>
 	<li>Crossfit</li>
</ul>
<i>Short Saia Emana Preto com Garantia contra defeitos de fabricação de 30 dias.</i>",,,taxable,,1,,0,0,500,26,16,7,1,,,,"Feminino > Anticelulite, Moda Fitness, Roupas Fitness, Feminino > Short Saia > Short Saia Academia, Feminino > Short Saia > Short Saia Fitness, Feminino, Feminino > Short Saia","Dia a Dia, Musculação",,"https://unlimit.fit/wp-content/uploads/2018/02/short-saia-feminino-emana-preto-unlimit-1.jpg, https://unlimit.fit/wp-content/uploads/2018/02/short-saia-feminino-emana-preto-unlimit-2.jpg, https://unlimit.fit/wp-content/uploads/2018/02/short-saia-feminino-emana-preto-unlimit-3.jpg",,,,,,,,,0,Tamanho,"P, M, G",1,0,P,Cores,Preto,1,0,Preto
917,variation,38128617,"Short Saia Emana Unlimit - Preto - P, Preto",1,0,visible,,,,,taxable,,backorder,0,0,0,,,,,0,,,"89,9000000000",,,,,,,38128616,,,,,,0,Tamanho,P,,0,,Cores,Preto,,0,
918,variation,38128618,"Short Saia Emana Unlimit - Preto - M, Preto",1,0,visible,,,,,taxable,,1,2,0,0,,,,,0,,,"89,9000000000",,,,,,,38128616,,,,,,0,Tamanho,M,,0,,Cores,Preto,,0,
919,variation,38128619,"Short Saia Emana Unlimit - Preto - G, Preto",1,0,visible,,,,,taxable,,1,1,0,0,,,,,0,,,"89,9000000000",,,,,,,38128616,,,,,,0,Tamanho,G,,0,,Cores,Preto,,0,
920,variable,38128624,"Short Saia Emana Unlimit - Cinza",1,0,visible,,"<h2>Short Saia Emana Unlimit Cinza</h2>
Este <strong>Short Saia Emana Unlimit Cinza </strong>é feito de um dos tecidos que mais faz sucesso entre o público feminino, o Emana tem como um dos seus grandes benefícios a diminuição dos sinas de celulite, proporcionando uma pele mais lisa e jovem. Contém cristais bioativos e minerais emissores infravermelhos, que ao absorver o calor promovem a bioestimulação do metabolismo.

Tem bioestimulação, que faz o rendimento físico melhorar em diversos fatores, principalmente diminuindo a fadiga com menor consumo de oxigênio. O fio também contribui para uma rápida recuperação muscular, maior elasticidade da pele e equilíbrio térmico.

Saiba mais sobre o tecido em <a href=""http://emanafiber.com"">www.emanafiber.com</a>

Tecnologias do tecido:
<ul>
 	<li>Anticelulite</li>
 	<li style=""margin-bottom: 0px;"">Aumenta o conforto dos seios para treinos</li>
 	<li style=""margin-bottom: 0px;"">Bojo</li>
 	<li>Redução da fadiga muscular</li>
 	<li>Rápida recuperação muscular</li>
 	<li>Aumento da performance esportiva</li>
 	<li>Eco-Dry (secagem rápida)</li>
 	<li>Easy Care, não precisa passar</li>
 	<li>Proteção UV50 contra radiação ultravioleta</li>
 	<li>Isento de produtos tóxicos com certificação Oeko-Tex 100 Classe I</li>
 	<li>Composição: 84% Poliamida 16% Elastano</li>
</ul>
Para vestir-se bem em:
<ul>
 	<li>No seu dia a dia</li>
 	<li>Caminhadas</li>
 	<li>Corridas</li>
 	<li>Ciclismo</li>
 	<li>Academia</li>
 	<li>Musculação</li>
 	<li>Crossfit</li>
</ul>
<i>Short Saia Emana Cinza com Garantia contra defeitos de fabricação de 30 dias.</i>",,,taxable,,1,,0,0,400,26,16,7,1,,,,"Feminino > Anticelulite, Moda Fitness, Roupas Fitness, Feminino > Short Saia > Short Saia Academia, Feminino > Short Saia > Short Saia Fitness, Feminino, Feminino > Short Saia","Dia a Dia, Musculação",,"https://unlimit.fit/wp-content/uploads/2018/02/short-saia-feminino-emana-cinza-unlimit-1.jpg, https://unlimit.fit/wp-content/uploads/2018/02/short-saia-feminino-emana-cinza-unlimit-2.jpg, https://unlimit.fit/wp-content/uploads/2018/02/short-saia-feminino-emana-cinza-unlimit-3.jpg",,,,,,,,,0,Tamanho,"P, M, G",1,0,P,Cores,Cinza,1,0,Cinza
921,variation,38128625,"Short Saia Emana Unlimit - Cinza - P, Cinza",1,0,visible,,,,,taxable,,1,2,0,0,,,,,0,,,"89,9000000000",,,,,,,38128624,,,,,,0,Tamanho,P,,0,,Cores,Cinza,,0,
922,variation,38128626,"Short Saia Emana Unlimit - Cinza - M, Cinza",1,0,visible,,,,,taxable,,1,1,0,0,,,,,0,,,"89,9000000000",,,,,,,38128624,,,,,,0,Tamanho,M,,0,,Cores,Cinza,,0,
935,variation,38128627,"Short Saia Emana Unlimit - Cinza - G, Cinza",1,0,visible,,,,,taxable,,1,2,0,0,,,,,0,,,"89,9000000000",,,,,,,38128624,,,,,,0,Tamanho,G,,0,,Cores,Cinza,,0,
936,variable,38128620,"Short Saia Emana Unlimit - Bordô",1,0,visible,,"<h2>Short Saia Emana Unlimit Bordô</h2>
Este <strong>Short Saia Emana Unlimit Bordô </strong>é feito de um dos tecidos que mais faz sucesso entre o público feminino, o Emana tem como um dos seus grandes benefícios a diminuição dos sinas de celulite, proporcionando uma pele mais lisa e jovem. Contém cristais bioativos e minerais emissores infravermelhos, que ao absorver o calor promovem a bioestimulação do metabolismo.

Tem bioestimulação, que faz o rendimento físico melhorar em diversos fatores, principalmente diminuindo a fadiga com menor consumo de oxigênio. O fio também contribui para uma rápida recuperação muscular, maior elasticidade da pele e equilíbrio térmico.

Saiba mais sobre o tecido em <a href=""http://emanafiber.com"">www.emanafiber.com</a>

Tecnologias do tecido:
<ul>
 	<li>Anticelulite</li>
 	<li style=""margin-bottom: 0px;"">Aumenta o conforto dos seios para treinos</li>
 	<li style=""margin-bottom: 0px;"">Bojo</li>
 	<li>Redução da fadiga muscular</li>
 	<li>Rápida recuperação muscular</li>
 	<li>Aumento da performance esportiva</li>
 	<li>Eco-Dry (secagem rápida)</li>
 	<li>Easy Care, não precisa passar</li>
 	<li>Proteção UV50  contra radiação ultravioleta</li>
 	<li>Isento de produtos tóxicos com certificação Oeko-Tex 100 Classe I</li>
 	<li>Composição: 84% Poliamida 16% Elastano</li>
</ul>
<h3>Comprar Short Saia Emana para vestir-se bem em:</h3>
<ul>
 	<li>No seu dia a dia</li>
 	<li>Caminhadas</li>
 	<li>Corridas</li>
 	<li>Ciclismo</li>
 	<li>Academia</li>
 	<li>Musculação</li>
 	<li>Crossfit</li>
</ul>
<i>Short Saia Emana Bordô com Garantia contra defeitos de fabricação de 30 dias.</i>",,,taxable,,1,,0,0,500,26,16,7,1,,,,"Feminino > Anticelulite, Moda Fitness, Roupas Fitness, Feminino > Short Saia > Short Saia Academia, Feminino > Short Saia > Short Saia Fitness, Feminino, Feminino > Short Saia","Dia a Dia, Musculação",,"https://unlimit.fit/wp-content/uploads/2018/02/short-saia-feminino-emana-bordo-unlimit-1.jpg, https://unlimit.fit/wp-content/uploads/2018/02/short-saia-feminino-emana-bordo-unlimit-2.jpg, https://unlimit.fit/wp-content/uploads/2018/02/short-saia-feminino-emana-bordo-unlimit-3.jpg",,,,,,,,,0,Tamanho,"P, M, G",1,0,P,Cores,Bordô,1,0,Bordô
937,variation,38128621,"Short Saia Emana Unlimit - Bordô - P, Bordô",1,0,visible,,,,,taxable,,backorder,0,0,0,,,,,0,,,"89,9000000000",,,,,,,38128620,,,,,,0,Tamanho,P,,0,,Cores,Bordô,,0,
938,variation,38128622,"Short Saia Emana Unlimit - Bordô - M, Bordô",1,0,visible,,,,,taxable,,backorder,0,0,0,,,,,0,,,"89,9000000000",,,,,,,38128620,,,,,,0,Tamanho,M,,0,,Cores,Bordô,,0,
939,variation,38128623,"Short Saia Emana Unlimit - Bordô - G, Bordô",1,0,visible,,,,,taxable,,1,4,0,0,,,,,0,,,"89,9000000000",,,,,,,38128620,,,,,,0,Tamanho,G,,0,,Cores,Bordô,,0,
